title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty_rating
Black Beans with Zucchini and Tortillas,entree,Asian,"['black beans', 'tortillas', 'zucchini', 'teriyaki sauce']",5,15,20,4,easy,True,A straightforward asian dish featuring black beans and zucchini.,1. Chop the zucchini and prep the black beans. 2. Cook the tortillas according to package directions. 3. Sauté the black beans and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Shrimp Potatoes Bowl,entree,American,"['shrimp', 'potatoes', 'onion', 'butter', 'soy sauce']",15,18,33,4,medium,False,A straightforward american dish featuring shrimp and onion.,1. Chop the onion and prep the shrimp. 2. Cook the potatoes according to package directions. 3. Sauté the shrimp and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Broccoli and Pork Chops Plate,entree,Mexican,"['pork chops', 'noodles', 'broccoli']",9,23,32,4,medium,False,A straightforward mexican dish featuring pork chops and broccoli.,1. Chop the broccoli and prep the pork chops. 2. Cook the noodles according to package directions. 3. Sauté the pork chops and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Salmon Potatoes Bowl,entree,Mexican,"['salmon', 'potatoes', 'onion']",11,13,24,4,easy,False,A straightforward mexican dish featuring salmon and onion.,1. Chop the onion and prep the salmon. 2. Cook the potatoes according to package directions. 3. Sauté the salmon and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Black Beans Pasta Bowl,entree,Italian,"['black beans', 'pasta', 'spinach', 'butter']",10,11,21,4,easy,True,A straightforward italian dish featuring black beans and spinach.,1. Chop the spinach and prep the black beans. 2. Cook the pasta according to package directions. 3. Sauté the black beans and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Eggs with Spinach and Pasta,entree,Italian,"['eggs', 'pasta', 'spinach']",15,20,35,2,medium,True,A straightforward italian dish featuring eggs and spinach.,1. Chop the spinach and prep the eggs. 2. Cook the pasta according to package directions. 3. Sauté the eggs and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,3
Tofu with Cabbage and Potatoes,entree,Italian,"['tofu', 'potatoes', 'cabbage']",6,23,29,2,easy,True,A straightforward italian dish featuring tofu and cabbage.,1. Chop the cabbage and prep the tofu. 2. Cook the potatoes according to package directions. 3. Sauté the tofu and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Tomatoes and Sweet Potatoes,entree,Mediterranean,"['chickpeas', 'sweet potatoes', 'tomatoes']",11,21,32,4,medium,True,A straightforward mediterranean dish featuring chickpeas and tomatoes.,1. Chop the tomatoes and prep the chickpeas. 2. Cook the sweet potatoes according to package directions. 3. Sauté the chickpeas and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Mushrooms and Black Beans Plate,entree,Italian,"['black beans', 'bread', 'mushrooms']",13,15,28,2,easy,True,A straightforward italian dish featuring black beans and mushrooms.,1. Chop the mushrooms and prep the black beans. 2. Cook the bread according to package directions. 3. Sauté the black beans and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Bell Pepper and Bread,entree,Italian,"['black beans', 'bread', 'bell pepper', 'hot sauce']",15,20,35,2,medium,True,A straightforward italian dish featuring black beans and bell pepper.,1. Chop the bell pepper and prep the black beans. 2. Cook the bread according to package directions. 3. Sauté the black beans and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Eggs Plate,entree,American,"['eggs', 'rice', 'carrots', 'lemon juice', 'olive oil']",9,20,29,2,easy,True,A straightforward american dish featuring eggs and carrots.,1. Chop the carrots and prep the eggs. 2. Cook the rice according to package directions. 3. Sauté the eggs and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Beef Strips Plate,entree,Italian,"['beef strips', 'pasta', 'tomatoes']",9,15,24,2,easy,False,A straightforward italian dish featuring beef strips and tomatoes.,1. Chop the tomatoes and prep the beef strips. 2. Cook the pasta according to package directions. 3. Sauté the beef strips and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chicken Breast Noodles Bowl,entree,American,"['chicken breast', 'noodles', 'bell pepper', 'butter', 'soy sauce']",12,22,34,2,medium,False,A straightforward american dish featuring chicken breast and bell pepper.,1. Chop the bell pepper and prep the chicken breast. 2. Cook the noodles according to package directions. 3. Sauté the chicken breast and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Bread Bowl,entree,Asian,"['chickpeas', 'bread', 'broccoli', 'lemon juice']",11,14,25,4,easy,True,A straightforward asian dish featuring chickpeas and broccoli.,1. Chop the broccoli and prep the chickpeas. 2. Cook the bread according to package directions. 3. Sauté the chickpeas and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Spinach and Potatoes,entree,Asian,"['chickpeas', 'potatoes', 'spinach']",12,10,22,4,easy,True,A straightforward asian dish featuring chickpeas and spinach.,1. Chop the spinach and prep the chickpeas. 2. Cook the potatoes according to package directions. 3. Sauté the chickpeas and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Eggs Plate,entree,Italian,"['eggs', 'rice', 'bell pepper']",14,20,34,2,medium,True,A straightforward italian dish featuring eggs and bell pepper.,1. Chop the bell pepper and prep the eggs. 2. Cook the rice according to package directions. 3. Sauté the eggs and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Beef Strips Noodles Bowl,entree,Mediterranean,"['beef strips', 'noodles', 'zucchini']",10,23,33,2,medium,False,A straightforward mediterranean dish featuring beef strips and zucchini.,1. Chop the zucchini and prep the beef strips. 2. Cook the noodles according to package directions. 3. Sauté the beef strips and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Pork Chops Plate,entree,Mexican,"['pork chops', 'rice', 'tomatoes', 'soy sauce']",12,19,31,4,medium,False,A straightforward mexican dish featuring pork chops and tomatoes.,1. Chop the tomatoes and prep the pork chops. 2. Cook the rice according to package directions. 3. Sauté the pork chops and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Mushrooms and Salmon Plate,entree,Asian,"['salmon', 'pasta', 'mushrooms']",14,24,38,2,medium,False,A straightforward asian dish featuring salmon and mushrooms.,1. Chop the mushrooms and prep the salmon. 2. Cook the pasta according to package directions. 3. Sauté the salmon and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,3
Shrimp with Carrots and Pasta,entree,Asian,"['shrimp', 'pasta', 'carrots', 'soy sauce', 'olive oil']",12,15,27,2,easy,False,A straightforward asian dish featuring shrimp and carrots.,1. Chop the carrots and prep the shrimp. 2. Cook the pasta according to package directions. 3. Sauté the shrimp and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Onion and Potatoes,entree,Asian,"['chicken breast', 'potatoes', 'onion', 'teriyaki sauce']",11,23,34,2,medium,False,A straightforward asian dish featuring chicken breast and onion.,1. Chop the onion and prep the chicken breast. 2. Cook the potatoes according to package directions. 3. Sauté the chicken breast and onion until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Lentils Noodles Bowl,entree,Mediterranean,"['lentils', 'noodles', 'carrots', 'lemon juice']",14,14,28,4,easy,True,A straightforward mediterranean dish featuring lentils and carrots.,1. Chop the carrots and prep the lentils. 2. Cook the noodles according to package directions. 3. Sauté the lentils and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Tofu Quinoa Bowl,entree,Mexican,"['tofu', 'quinoa', 'bell pepper']",12,20,32,2,medium,True,A straightforward mexican dish featuring tofu and bell pepper.,1. Chop the bell pepper and prep the tofu. 2. Cook the quinoa according to package directions. 3. Sauté the tofu and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Cabbage and Beef Strips Plate,entree,Mediterranean,"['beef strips', 'tortillas', 'cabbage', 'ginger', 'garlic']",5,23,28,4,easy,False,A straightforward mediterranean dish featuring beef strips and cabbage.,1. Chop the cabbage and prep the beef strips. 2. Cook the tortillas according to package directions. 3. Sauté the beef strips and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Mushrooms and Eggs Plate,entree,Mediterranean,"['eggs', 'potatoes', 'mushrooms']",14,14,28,4,easy,True,A straightforward mediterranean dish featuring eggs and mushrooms.,1. Chop the mushrooms and prep the eggs. 2. Cook the potatoes according to package directions. 3. Sauté the eggs and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Quinoa Bowl,entree,Asian,"['lentils', 'quinoa', 'cabbage', 'lemon juice']",11,15,26,2,easy,True,A straightforward asian dish featuring lentils and cabbage.,1. Chop the cabbage and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Pork Chops Plate,entree,Asian,"['pork chops', 'quinoa', 'bell pepper', 'soy sauce']",12,13,25,2,easy,False,A straightforward asian dish featuring pork chops and bell pepper.,1. Chop the bell pepper and prep the pork chops. 2. Cook the quinoa according to package directions. 3. Sauté the pork chops and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Shrimp with Peas and Noodles,entree,Italian,"['shrimp', 'noodles', 'peas']",13,10,23,4,easy,False,A straightforward italian dish featuring shrimp and peas.,1. Chop the peas and prep the shrimp. 2. Cook the noodles according to package directions. 3. Sauté the shrimp and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Pork Chops Pasta Bowl,entree,Italian,"['pork chops', 'pasta', 'zucchini', 'soy sauce', 'hot sauce']",7,13,20,4,easy,False,A straightforward italian dish featuring pork chops and zucchini.,1. Chop the zucchini and prep the pork chops. 2. Cook the pasta according to package directions. 3. Sauté the pork chops and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Noodles Bowl,entree,Italian,"['lentils', 'noodles', 'spinach']",5,16,21,2,easy,True,A straightforward italian dish featuring lentils and spinach.,1. Chop the spinach and prep the lentils. 2. Cook the noodles according to package directions. 3. Sauté the lentils and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Eggs Quinoa Bowl,entree,Mexican,"['eggs', 'quinoa', 'peas', 'garlic', 'teriyaki sauce']",15,20,35,2,medium,True,A straightforward mexican dish featuring eggs and peas.,1. Chop the peas and prep the eggs. 2. Cook the quinoa according to package directions. 3. Sauté the eggs and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Shrimp Sweet Potatoes Bowl,entree,Italian,"['shrimp', 'sweet potatoes', 'zucchini']",8,14,22,2,easy,False,A straightforward italian dish featuring shrimp and zucchini.,1. Chop the zucchini and prep the shrimp. 2. Cook the sweet potatoes according to package directions. 3. Sauté the shrimp and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Black Beans Plate,entree,Italian,"['black beans', 'potatoes', 'bell pepper']",14,16,30,4,medium,True,A straightforward italian dish featuring black beans and bell pepper.,1. Chop the bell pepper and prep the black beans. 2. Cook the potatoes according to package directions. 3. Sauté the black beans and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
