title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Herb Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'eggplant', 'tomato', 'butter']",12,10,22,4,easy,True,A hearty and simple main dish built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Garlic Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'butter']",10,15,25,2,easy,True,A savory weeknight entree built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and butter until fully cooked. 4. Toss everything together and serve.,1
Smoky Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'eggplant', 'garlic powder']",20,10,30,4,easy,True,A savory weeknight entree built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Lemon Pepper Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'cauliflower', 'parsley', 'rosemary']",10,15,25,6,easy,True,A comfort-food style dinner built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Roasted Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'eggplant', 'tomato', 'butter', 'thyme']",20,10,30,4,easy,True,A comfort-food style dinner built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Homestyle Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'mushrooms', 'onion', 'rosemary', 'garlic powder']",18,10,28,6,easy,True,A hearty and simple main dish built around mushroom with salad.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the cremini mushrooms with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Herb Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth']",12,23,35,2,medium,True,A savory weeknight entree built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Garlic Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'garlic']",18,22,40,4,medium,True,A savory weeknight entree built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Smoky Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'rosemary', 'garlic']",15,30,45,6,medium,True,A comfort-food style dinner built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Lemon Pepper Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'parsley', 'butter', 'garlic']",12,33,45,4,medium,True,A hearty and simple main dish built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Roasted Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'cauliflower', 'rosemary', 'garlic powder', 'garlic']",10,35,45,6,medium,True,A hearty and simple main dish built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'spinach', 'onion', 'parsley', 'butter', 'garlic']",10,35,45,2,medium,True,A savory weeknight entree built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Ginger Garlic Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'cauliflower', 'carrot', 'peas', 'sesame oil', 'honey', 'garlic']",20,10,30,4,medium,True,A quick Asian-inspired entree built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Sesame Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'broth', 'kale', 'white beans', 'tomato', 'sesame oil', 'garlic']",18,12,30,4,medium,True,A savory umami-forward main dish built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and salt until fully cooked. 4. Stir well, taste, and serve hot.",3
Soy Glazed Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'garlic']",12,23,35,2,medium,True,A takeout-style dinner made at home built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Sweet Chili Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'broccoli', 'garlic']",15,20,35,6,medium,True,A quick Asian-inspired entree built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'onion', 'soy sauce', 'garlic']",18,22,40,4,medium,True,A savory umami-forward main dish built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Scallion Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'cabbage', 'carrot', 'ginger', 'garlic']",20,20,40,6,medium,True,A takeout-style dinner made at home built around mushroom with soup.,"1. Prep the cremini mushrooms and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the cremini mushrooms with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Herb Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'sweet potato', 'black beans', 'garlic powder', 'butter']",20,25,45,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Garlic Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'rosemary']",10,30,40,4,easy,True,A savory weeknight entree built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and rosemary until fully cooked. 4. Combine everything and serve hot.,1
Smoky Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'sweet potato', 'garlic powder', 'butter']",10,25,35,6,easy,True,A comfort-food style dinner built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and sweet potato until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'parsley', 'rosemary']",10,30,40,2,easy,True,A comfort-food style dinner built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'cauliflower', 'thyme', 'garlic powder']",12,18,30,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'eggplant', 'tomato', 'paprika']",20,20,40,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Herb Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'thyme']",18,10,28,2,easy,True,A savory weeknight entree built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and thyme until fully cooked. 4. Combine everything and serve hot.,1
Garlic Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'garlic', 'butter']",10,15,25,4,easy,True,A hearty and simple main dish built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and garlic until fully cooked. 4. Combine everything and serve hot.,1
Smoky Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'rosemary']",20,10,30,4,easy,True,A savory weeknight entree built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'parsley', 'garlic powder']",20,10,30,2,easy,True,A hearty and simple main dish built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'eggplant', 'butter', 'parsley']",12,10,22,2,easy,True,A comfort-food style dinner built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'sweet potato', 'black beans', 'thyme', 'garlic powder']",10,25,35,4,easy,True,A savory weeknight entree built around mushroom with skillet.,1. Prep the cremini mushrooms and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the cremini mushrooms with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
