title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Lemon Pepper Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'rosemary', 'thyme', 'garlic']",12,13,25,4,easy,True,A comfort-food style dinner built around black bean with grain bowl.
Roasted Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'eggplant', 'butter', 'garlic']",20,10,30,2,easy,True,A savory weeknight entree built around black bean with grain bowl.
Homestyle Black Bean Grain Bowl,entree,American,"['black beans', 'olive oil', 'quinoa', 'onion', 'parsley', 'butter', 'garlic']",15,10,25,6,easy,True,A comfort-food style dinner built around black bean with grain bowl.
Herb Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'garlic powder', 'garlic']",15,25,40,2,medium,True,A savory weeknight entree built around black bean with stew.
Garlic Black Bean Stew,entree,American,"['black beans', 'olive oil', 'garlic']",15,30,45,4,medium,True,A hearty and simple main dish built around black bean with stew.
Smoky Black Bean Stew,entree,American,"['black beans', 'olive oil', 'onion', 'parsley', 'garlic']",10,30,40,6,medium,True,A savory weeknight entree built around black bean with stew.
Lemon Pepper Black Bean Stew,entree,American,"['black beans', 'olive oil', 'onion', 'paprika', 'butter', 'garlic']",15,25,40,6,medium,True,A comfort-food style dinner built around black bean with stew.
Roasted Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'garlic']",18,32,50,4,medium,True,A savory weeknight entree built around black bean with stew.
Homestyle Black Bean Stew,entree,American,"['black beans', 'olive oil', 'broth', 'carrot', 'celery', 'cauliflower', 'thyme', 'garlic powder', 'garlic']",18,32,50,6,medium,True,A hearty and simple main dish built around black bean with stew.
Herb Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice']",20,10,30,4,easy,True,A hearty and simple main dish built around mushroom with rice bowl.
Garlic Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'garlic']",12,10,22,2,easy,True,A comfort-food style dinner built around mushroom with rice bowl.
Smoky Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'butter', 'garlic']",12,18,30,4,easy,True,A hearty and simple main dish built around mushroom with rice bowl.
Lemon Pepper Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'parsley', 'paprika', 'garlic']",20,10,30,2,easy,True,A comfort-food style dinner built around mushroom with rice bowl.
Roasted Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'broccoli', 'butter', 'paprika', 'garlic']",10,10,20,4,easy,True,A comfort-food style dinner built around mushroom with rice bowl.
Homestyle Mushroom Rice Bowl,entree,American,"['cremini mushrooms', 'olive oil', 'rice', 'cabbage', 'carrot', 'rosemary', 'paprika', 'garlic']",20,10,30,6,easy,True,A hearty and simple main dish built around mushroom with rice bowl.
Ginger Garlic Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'spinach', 'tomato', 'onion', 'ginger', 'sesame oil', 'garlic']",10,10,20,6,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.
Sesame Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'rice', 'spinach', 'tomato', 'onion', 'ginger', 'garlic']",10,10,20,2,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.
Soy Glazed Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'garlic']",10,10,20,4,easy,True,A takeout-style dinner made at home built around mushroom with rice bowl.
Sweet Chili Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'onion', 'garlic']",15,10,25,2,easy,True,A quick Asian-inspired entree built around mushroom with rice bowl.
Teriyaki Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'eggplant', 'soy sauce', 'garlic']",18,10,28,2,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.
Scallion Mushroom Rice Bowl,entree,Asian,"['cremini mushrooms', 'olive oil', 'rice', 'corn', 'onion', 'soy sauce', 'garlic']",15,10,25,4,easy,True,A savory umami-forward main dish built around mushroom with rice bowl.
Tuscan Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'broccoli', 'carrot', 'snap peas', 'garlic', 'parmesan']",20,15,35,6,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.
Basil Tomato Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta']",20,10,30,6,easy,True,A simple pasta-night style main dish built around mushroom with pasta.
Garlic Parmesan Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'parmesan', 'garlic']",15,15,30,4,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.
Rustic Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'basil', 'garlic', 'parmesan']",12,23,35,4,easy,True,A simple pasta-night style main dish built around mushroom with pasta.
Creamy Herb Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'onion', 'parmesan', 'cream', 'garlic']",15,10,25,4,easy,True,A simple pasta-night style main dish built around mushroom with pasta.
Roasted Garlic Mushroom Pasta,entree,Italian,"['cremini mushrooms', 'olive oil', 'pasta', 'sweet potato', 'onion', 'black beans', 'cream', 'parmesan', 'garlic']",18,17,35,6,easy,True,A Italian-inspired comfort entree built around mushroom with pasta.
Herb Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta']",20,10,30,6,easy,True,A hearty and simple main dish built around mushroom with pasta.
Garlic Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'parmesan']",20,15,35,6,easy,True,A hearty and simple main dish built around mushroom with pasta.
Smoky Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'garlic', 'parmesan']",15,20,35,4,easy,True,A savory weeknight entree built around mushroom with pasta.
Lemon Pepper Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'parsley', 'garlic', 'parmesan']",10,15,25,6,easy,True,A hearty and simple main dish built around mushroom with pasta.
Roasted Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'garlic powder', 'butter', 'garlic', 'parmesan']",15,10,25,4,easy,True,A comfort-food style dinner built around mushroom with pasta.
Homestyle Mushroom Pasta,entree,American,"['cremini mushrooms', 'olive oil', 'pasta', 'cabbage', 'garlic powder', 'paprika', 'garlic', 'parmesan']",12,10,22,6,easy,True,A savory weeknight entree built around mushroom with pasta.
Herb Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'eggplant', 'tomato', 'parsley', 'butter', 'lime', 'cilantro']",10,10,20,2,easy,True,A savory weeknight entree built around mushroom with tacos.
Garlic Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'onion', 'bell pepper', 'zucchini', 'parsley', 'paprika', 'lime', 'cilantro']",12,18,30,6,easy,True,A savory weeknight entree built around mushroom with tacos.
Smoky Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'lime', 'cilantro']",20,10,30,4,easy,True,A hearty and simple main dish built around mushroom with tacos.
Lemon Pepper Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'parsley', 'lime', 'cilantro']",15,10,25,6,easy,True,A comfort-food style dinner built around mushroom with tacos.
Roasted Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'garlic powder', 'thyme', 'lime', 'cilantro']",18,10,28,6,easy,True,A comfort-food style dinner built around mushroom with tacos.
Homestyle Mushroom Tacos,entree,American,"['cremini mushrooms', 'olive oil', 'corn tortillas', 'paprika', 'butter', 'lime', 'cilantro']",20,10,30,6,easy,True,A savory weeknight entree built around mushroom with tacos.
Herb Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'eggplant', 'tomato', 'butter']",12,10,22,4,easy,True,A hearty and simple main dish built around mushroom with salad.
Garlic Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'butter']",10,15,25,2,easy,True,A savory weeknight entree built around mushroom with salad.
Smoky Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'eggplant', 'garlic powder']",20,10,30,4,easy,True,A savory weeknight entree built around mushroom with salad.
Lemon Pepper Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'cauliflower', 'parsley', 'rosemary']",10,15,25,6,easy,True,A comfort-food style dinner built around mushroom with salad.
Roasted Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'mixed greens', 'eggplant', 'tomato', 'butter', 'thyme']",20,10,30,4,easy,True,A comfort-food style dinner built around mushroom with salad.
Homestyle Mushroom Salad,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'mushrooms', 'onion', 'rosemary', 'garlic powder']",18,10,28,6,easy,True,A hearty and simple main dish built around mushroom with salad.
Herb Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth']",12,23,35,2,medium,True,A savory weeknight entree built around mushroom with soup.
Garlic Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'garlic']",18,22,40,4,medium,True,A savory weeknight entree built around mushroom with soup.
Smoky Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'rosemary', 'garlic']",15,30,45,6,medium,True,A comfort-food style dinner built around mushroom with soup.
Lemon Pepper Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'parsley', 'butter', 'garlic']",12,33,45,4,medium,True,A hearty and simple main dish built around mushroom with soup.
Roasted Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'cauliflower', 'rosemary', 'garlic powder', 'garlic']",10,35,45,6,medium,True,A hearty and simple main dish built around mushroom with soup.
Homestyle Mushroom Soup,entree,American,"['cremini mushrooms', 'olive oil', 'broth', 'spinach', 'onion', 'parsley', 'butter', 'garlic']",10,35,45,2,medium,True,A savory weeknight entree built around mushroom with soup.
Ginger Garlic Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'cauliflower', 'carrot', 'peas', 'sesame oil', 'honey', 'garlic']",20,10,30,4,medium,True,A quick Asian-inspired entree built around mushroom with soup.
Sesame Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'broth', 'kale', 'white beans', 'tomato', 'sesame oil', 'garlic']",18,12,30,4,medium,True,A savory umami-forward main dish built around mushroom with soup.
Soy Glazed Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'garlic']",12,23,35,2,medium,True,A takeout-style dinner made at home built around mushroom with soup.
Sweet Chili Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'broccoli', 'garlic']",15,20,35,6,medium,True,A quick Asian-inspired entree built around mushroom with soup.
Teriyaki Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'onion', 'soy sauce', 'garlic']",18,22,40,4,medium,True,A savory umami-forward main dish built around mushroom with soup.
Scallion Mushroom Soup,entree,Asian,"['cremini mushrooms', 'olive oil', 'broth', 'cabbage', 'carrot', 'ginger', 'garlic']",20,20,40,6,medium,True,A takeout-style dinner made at home built around mushroom with soup.
Herb Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'sweet potato', 'black beans', 'garlic powder', 'butter']",20,25,45,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.
Garlic Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'rosemary']",10,30,40,4,easy,True,A savory weeknight entree built around mushroom with sheet pan dinner.
Smoky Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'sweet potato', 'garlic powder', 'butter']",10,25,35,6,easy,True,A comfort-food style dinner built around mushroom with sheet pan dinner.
Lemon Pepper Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'parsley', 'rosemary']",10,30,40,2,easy,True,A comfort-food style dinner built around mushroom with sheet pan dinner.
Roasted Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'bell pepper', 'cauliflower', 'thyme', 'garlic powder']",12,18,30,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.
Homestyle Mushroom Sheet Pan Dinner,entree,American,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'eggplant', 'tomato', 'paprika']",20,20,40,6,easy,True,A hearty and simple main dish built around mushroom with sheet pan dinner.
Herb Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'thyme']",18,10,28,2,easy,True,A savory weeknight entree built around mushroom with skillet.
Garlic Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'garlic', 'butter']",10,15,25,4,easy,True,A hearty and simple main dish built around mushroom with skillet.
Smoky Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'rosemary']",20,10,30,4,easy,True,A savory weeknight entree built around mushroom with skillet.
Lemon Pepper Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'parsley', 'garlic powder']",20,10,30,2,easy,True,A hearty and simple main dish built around mushroom with skillet.
Roasted Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'eggplant', 'butter', 'parsley']",12,10,22,2,easy,True,A comfort-food style dinner built around mushroom with skillet.
Homestyle Mushroom Skillet,entree,American,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'sweet potato', 'black beans', 'thyme', 'garlic powder']",10,25,35,4,easy,True,A savory weeknight entree built around mushroom with skillet.
Ginger Garlic Mushroom Skillet,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'mushrooms', 'peas', 'ginger']",18,10,28,2,easy,True,A takeout-style dinner made at home built around mushroom with skillet.
Sesame Mushroom Skillet,entree,Asian,"['cremini mushrooms', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'mushrooms', 'peas', 'ginger', 'soy sauce']",12,10,22,4,easy,True,A takeout-style dinner made at home built around mushroom with skillet.
Soy Glazed Mushroom Skillet,entree,Asian,"['cremini mushrooms', 'olive oil', 'onion', 'garlic']",15,20,35,2,easy,True,A savory umami-forward main dish built around mushroom with skillet.
Sweet Chili Mushroom Skillet,entree,Asian,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'soy sauce']",15,20,35,4,easy,True,A quick Asian-inspired entree built around mushroom with skillet.
Teriyaki Mushroom Skillet,entree,Asian,"['cremini mushrooms', 'olive oil', 'onion', 'garlic', 'cabbage', 'ginger']",10,25,35,6,easy,True,A savory umami-forward main dish built around mushroom with skillet.
